Tanggal,Open,High,Low,Close,Adj Close,Volume,Harga Emas,Kurs Jual,Inflasi
2020-01-26,6242.834961,6258.851074,6234.825195,6244.108887,6244.108887,38828900.0,779500.0,13700.16,2.68 %
2020-01-27,6240.817871,6242.176758,6130.928223,6133.208008,6133.208008,43723000.0,779500.0,13680.06,2.68 %
2020-01-28,6111.184082,6111.184082,6111.184082,6111.184082,6111.184082,0.0,776500.0,13715.24,2.68 %
2020-01-29,6123.095215,6152.588867,6102.795898,6113.044922,6113.044922,34605300.0,779500.0,13702.17,2.68 %
2020-01-30,6057.596191,6057.596191,6057.596191,6057.596191,6057.596191,0.0,779500.0,13720.26,2.68 %
2020-01-31,6076.458984,6078.930176,5937.021973,5940.047852,5940.047852,41508700.0,787000.0,13730.31,2.68 %
2020-02-01,6313.12793,6317.013184,6263.675781,6283.581055,6283.581055,33043700.0,772000.0,13730.31,2.98 %
2020-02-02,6313.12793,6317.013184,6263.675781,6283.581055,6283.581055,33043700.0,785000.0,13730.31,2.98 %
2020-02-03,5455.045898,5491.134766,5354.620117,5361.246094,5361.246094,40235000.0,821000.0,13794.63,2.98 %
2020-02-04,4466.037109,4531.685059,4393.668945,4531.685059,4531.685059,46011500.0,952000.0,13828.8,2.98 %
2020-02-05,4466.037109,4531.685059,4393.668945,4531.685059,4531.685059,46011500.0,952000.0,13785.59,2.98 %
2020-02-06,4753.611816,4884.01123,4753.611816,4847.506836,4847.506836,73135500.0,912000.0,13730.31,2.98 %
2020-02-07,4914.388184,4966.779785,4914.388184,4966.779785,4966.779785,55396200.0,936000.0,13715.24,2.98 %
2020-02-08,4914.388184,4966.779785,4914.388184,4966.779785,4966.779785,55396200.0,1037000.0,13715.24,2.98 %
2020-02-09,5310.679199,5337.099121,5295.276855,5311.970215,5311.970215,121613800.0,1037000.0,13715.24,2.98 %
2020-02-10,4969.245117,4972.823242,4881.913086,4926.733887,4926.733887,88815300.0,1024000.0,13776.54,2.98 %
2020-02-10,4969.245117,4972.823242,4881.913086,4926.733887,4926.733887,88815300.0,1023000.0,13776.54,2.98 %
2020-02-11,5108.028809,5130.686035,5073.5,5115.12793,5115.12793,97646200.0,1013000.0,13754.43,2.98 %
2020-02-12,5755.175781,5813.986816,5734.26123,5813.986816,5813.986816,219110200.0,965500.0,13727.3,2.98 %
2020-02-13,5921.912109,5929.499023,5860.254883,5871.954102,5871.954102,33248200.0,782500.0,13747.4,2.98 %
2020-02-14,5857.721191,5890.028809,5843.432129,5866.944824,5866.944824,27655200.0,786000.0,13775.54,2.98 %
2020-02-15,5857.721191,5890.028809,5843.432129,5866.944824,5866.944824,27655200.0,786000.0,13775.54,2.98 %
2020-02-16,5857.721191,5890.028809,5843.432129,5866.944824,5866.944824,27655200.0,785000.0,13775.54,2.98 %
2020-02-17,5863.914063,5878.463867,5853.598145,5867.522949,5867.522949,28723300.0,785000.0,13761.47,2.98 %
2020-02-18,5856.880859,5907.13916,5855.924805,5886.961914,5886.961914,34641400.0,789000.0,13744.38,2.98 %
2020-02-19,5898.899902,5928.791016,5898.701172,5928.791016,5928.791016,34517800.0,794000.0,13785.59,2.98 %
2020-02-20,5941.450195,5960.712891,5929.14502,5942.486816,5942.486816,37350100.0,799000.0,13803.68,2.98 %
2020-02-21,5940.785156,5944.205078,5873.731934,5882.254883,5882.254883,36665400.0,810000.0,13845.89,2.98 %
2020-02-22,5940.785156,5944.205078,5873.731934,5882.254883,5882.254883,36665400.0,810000.0,13845.89,2.98 %
2020-02-23,5940.785156,5944.205078,5873.731934,5882.254883,5882.254883,36665400.0,815000.0,13845.89,2.98 %
2020-02-24,5846.145996,5863.124023,5787.919922,5807.049805,5807.049805,40039600.0,815000.0,13932.32,2.98 %
2020-02-25,5784.736816,5814.679199,5752.334961,5787.138184,5787.138184,39502600.0,814000.0,13962.47,2.98 %
2020-02-26,5757.166992,5757.740234,5688.920898,5688.920898,5688.920898,39521300.0,819000.0,14035.83,2.98 %
2020-02-27,5680.437012,5684.286133,5526.816895,5535.693848,5535.693848,41308700.0,822500.0,14088.09,2.98 %
2020-02-28,5436.171875,5456.275879,5288.370117,5452.704102,5452.704102,49636800.0,812000.0,14305.17,2.98 %
2020-02-29,5436.171875,5456.275879,5288.370117,5452.704102,5452.704102,49636800.0,812000.0,14305.17,2.98 %
2020-03-01,6306.187012,6323.46582,6287.706055,6323.46582,6323.46582,44625300.0,780000.0,14305.17,2.96 %
2020-03-02,5920.967773,5942.782227,5877.201172,5884.169922,5884.169922,34951000.0,784000.0,14485.07,2.96 %
2020-03-03,5431.295898,5545.773926,5431.295898,5518.62793,5518.62793,42974300.0,833000.0,14293.11,2.96 %
2020-03-04,4531.685059,4623.429199,4531.685059,4623.429199,4623.429199,58684300.0,942000.0,14241.86,2.96 %
2020-03-05,4531.685059,4623.429199,4531.685059,4623.429199,4623.429199,58684300.0,922000.0,14238.84,2.96 %
2020-03-06,4847.506836,4960.070801,4847.506836,4941.005859,4941.005859,101631500.0,894500.0,14338.34,2.96 %
2020-03-07,4966.779785,4997.481934,4964.10791,4973.793945,4973.793945,55723400.0,938000.0,14338.34,2.96 %
2020-03-08,5149.626953,5157.272949,4928.467773,5006.223145,5006.223145,83815200.0,1038000.0,14338.34,2.96 %
2020-03-09,5311.970215,5331.167969,5242.171875,5280.812988,5280.812988,136923000.0,1038000.0,14413.71,2.96 %
2020-03-10,5311.970215,5331.167969,5242.171875,5280.812988,5280.812988,136923000.0,1038000.0,14483.06,2.96 %
2020-03-11,5133.981934,5162.347168,5131.949219,5159.452148,5159.452148,101351100.0,1013000.0,14394.62,2.96 %
2020-03-12,5833.323242,5853.155762,5797.013184,5822.941895,5822.941895,238397400.0,969500.0,14562.45,2.96 %
2020-03-13,4895.748047,4937.993164,4639.914063,4907.570801,4907.570801,46288600.0,816000.0,14889.08,2.96 %
2020-03-14,4895.748047,4937.993164,4639.914063,4907.570801,4907.570801,46288600.0,816000.0,14889.08,2.96 %
2020-03-15,4895.748047,4937.993164,4639.914063,4907.570801,4907.570801,46288600.0,826000.0,14889.08,2.96 %
2020-03-16,4907.570801,4907.570801,4677.75,4690.657227,4690.657227,30471900.0,808000.0,14892.09,2.96 %
2020-03-17,4690.657227,4698.043945,4447.956055,4456.749023,4456.749023,30662200.0,833000.0,15158.42,2.96 %
2020-03-18,4456.749023,4473.824219,4284.674805,4330.673828,4330.673828,38642900.0,821000.0,15299.12,2.96 %
2020-03-19,4330.673828,4330.673828,4093.714111,4105.421875,4105.421875,26383700.0,831000.0,15790.56,2.96 %
2020-03-20,4105.421875,4238.263184,3918.340088,4194.943848,4194.943848,63008300.0,877000.0,16354.37,2.96 %
2020-03-21,4105.421875,4238.263184,3918.340088,4194.943848,4194.943848,63008300.0,877000.0,16354.37,2.96 %
2020-03-22,4105.421875,4238.263184,3918.340088,4194.943848,4194.943848,63008300.0,898500.0,16354.37,2.96 %
2020-03-23,4194.943848,4194.943848,3975.190918,3989.51709,3989.51709,32514300.0,927000.0,16691.04,2.96 %
2020-03-24,3989.51709,4123.562012,3911.716064,3937.63208,3937.63208,45744100.0,927000.0,16568.43,2.96 %
2020-03-25,3989.51709,4123.562012,3911.716064,3937.63208,3937.63208,45744100.0,932000.0,16568.43,2.96 %
2020-03-26,3937.63208,4370.660156,3935.914063,4338.903809,4338.903809,81100100.0,932000.0,16409.64,2.96 %
2020-03-27,4338.903809,4697.666016,4338.903809,4545.570801,4545.570801,77851100.0,932000.0,16311.15,2.96 %
2020-03-28,4338.903809,4697.666016,4338.903809,4545.570801,4545.570801,77851100.0,932000.0,16311.15,2.96 %
2020-03-29,4338.903809,4697.666016,4338.903809,4545.570801,4545.570801,77851100.0,934000.0,16311.15,2.96 %
2020-03-30,4545.570801,4545.570801,4317.713867,4414.5,4414.5,27552200.0,932000.0,16417.68,2.96 %
2020-03-31,4414.5,4569.473145,4414.5,4538.930176,4538.930176,43426600.0,918500.0,16448.84,2.96 %
2020-04-01,4414.5,4569.473145,4414.5,4538.930176,4538.930176,43426600.0,918500.0,16495.07,2.67 %
2020-04-02,5947.506836,5952.946777,5911.375,5922.338867,5922.338867,36217700.0,776500.0,16824.71,2.67 %
2020-04-03,5524.094238,5651.85498,5516.805176,5650.13623,5650.13623,45255400.0,828000.0,16546.32,2.67 %
2020-04-04,5524.094238,5651.85498,5516.805176,5650.13623,5650.13623,45255400.0,828000.0,16546.32,2.67 %
2020-04-05,4716.402832,4716.402832,4576.228027,4605.486816,4605.486816,39084200.0,921000.0,16546.32,2.67 %
2020-04-06,4941.005859,5014.76416,4899.390137,4916.704102,4916.704102,110933800.0,895500.0,16638.78,2.67 %
2020-04-07,4941.005859,5014.76416,4899.390137,4916.704102,4916.704102,110933800.0,895500.0,16492.05,2.67 %
2020-04-08,5006.223145,5075.001953,5006.223145,5075.001953,5075.001953,73766600.0,1057000.0,16326.23,2.67 %
2020-04-09,5280.812988,5280.812988,5188.608887,5239.851074,5239.851074,95095800.0,1029000.0,16322.21,2.67 %
2020-04-10,5280.812988,5280.812988,5188.608887,5239.851074,5239.851074,95095800.0,1024000.0,16322.21,2.67 %
2020-04-11,5170.823242,5188.008789,5105.199219,5105.199219,5105.199219,103974300.0,1009000.0,16322.21,2.67 %
2020-04-12,5820.819824,5823.324219,5775.569824,5810.48291,5810.48291,173857900.0,968500.0,16322.21,2.67 %
2020-04-13,4649.079102,4659.029785,4591.728027,4623.894043,4623.894043,45586600.0,956000.0,15919.2,2.67 %
2020-04-14,4623.894043,4706.491211,4623.894043,4706.491211,4706.491211,55226400.0,951000.0,15800.61,2.67 %
2020-04-15,4706.491211,4747.725098,4605.054199,4625.904785,4625.904785,63059600.0,947000.0,15785.54,2.67 %
2020-04-16,4480.606934,4480.606934,4480.606934,4480.606934,4480.606934,0.0,950000.0,15865.94,2.67 %
2020-04-17,4480.606934,4637.242188,4480.606934,4634.820801,4634.820801,54547300.0,935000.0,15580.52,2.67 %
2020-04-18,4480.606934,4637.242188,4480.606934,4634.820801,4634.820801,54547300.0,935000.0,15580.52,2.67 %
2020-04-19,4480.606934,4637.242188,4480.606934,4634.820801,4634.820801,54547300.0,925000.0,15580.52,2.67 %
2020-04-20,4634.820801,4669.541992,4573.773926,4575.904785,4575.904785,52113500.0,932000.0,15620.72,2.67 %
2020-04-21,4575.904785,4575.904785,4482.63916,4501.918945,4501.918945,42328500.0,936000.0,15721.22,2.67 %
2020-04-22,4501.918945,4580.680176,4441.089844,4567.562012,4567.562012,48368900.0,942000.0,15644.84,2.67 %
2020-04-23,4567.562012,4629.025879,4567.562012,4593.554199,4593.554199,49463700.0,952000.0,15708.15,2.67 %
2020-04-24,4593.554199,4593.830078,4496.063965,4496.063965,4496.063965,46122600.0,952000.0,15630.77,2.67 %
2020-04-25,4593.554199,4593.830078,4496.063965,4496.063965,4496.063965,46122600.0,952000.0,15630.77,2.67 %
2020-04-26,4593.554199,4593.830078,4496.063965,4496.063965,4496.063965,46122600.0,947000.0,15630.77,2.67 %
2020-04-27,4496.063965,4541.312012,4474.893066,4513.141113,4513.141113,36774700.0,943000.0,15668.96,2.67 %
2020-04-28,4513.141113,4532.378906,4494.470215,4529.554199,4529.554199,45440500.0,937000.0,15565.44,2.67 %
2020-04-29,4529.554199,4568.665039,4523.955078,4567.323242,4567.323242,41461800.0,936000.0,15492.08,2.67 %
2020-04-30,4567.323242,4726.773926,4567.323242,4716.402832,4716.402832,60229700.0,936000.0,15232.79,2.67 %
2020-05-01,4567.323242,4726.773926,4567.323242,4716.402832,4716.402832,60229700.0,789000.0,15232.79,2.19 %
2020-05-02,5955.519043,5978.509766,5924.374023,5978.509766,5978.509766,39786600.0,775500.0,15232.79,2.19 %
2020-05-03,5688.778809,5715.940918,5613.719238,5638.129883,5638.129883,40684000.0,844000.0,15232.79,2.19 %
2020-05-04,5688.778809,5715.940918,5613.719238,5638.129883,5638.129883,40684000.0,939000.0,15148.37,2.19 %
2020-05-05,4605.486816,4667.786133,4605.486816,4630.132813,4630.132813,47829500.0,921000.0,15179.52,2.19 %
2020-05-06,4916.704102,4948.512207,4851.148926,4947.782227,4947.782227,86864800.0,883500.0,15202.64,2.19 %
2020-05-07,4916.704102,4948.512207,4851.148926,4947.782227,4947.782227,86864800.0,939000.0,15202.64,2.19 %
2020-05-08,5075.001953,5127.050781,5059.088867,5127.050781,5127.050781,84611300.0,1063000.0,15084.05,2.19 %
2020-05-09,5075.001953,5127.050781,5059.088867,5127.050781,5127.050781,84611300.0,1063000.0,15084.05,2.19 %
2020-05-10,4947.040039,4962.792969,4915.685059,4958.769043,4958.769043,70868100.0,1026000.0,15084.05,2.19 %
2020-05-11,5161.390137,5260.326172,5161.390137,5260.326172,5260.326172,108832000.0,1018000.0,15010.68,2.19 %
2020-05-12,5161.390137,5260.326172,5161.390137,5260.326172,5260.326172,108832000.0,1018000.0,15052.89,2.19 %
2020-05-13,4588.733887,4588.733887,4519.978027,4554.358887,4554.358887,45092300.0,918000.0,14961.44,2.19 %
2020-05-14,4554.358887,4564.149902,4494.153809,4513.833984,4513.833984,47342600.0,925000.0,15020.73,2.19 %
2020-05-15,4513.833984,4540.420898,4460.272949,4507.606934,4507.606934,46257200.0,927000.0,14983.55,2.19 %
2020-05-16,4513.833984,4540.420898,4460.272949,4507.606934,4507.606934,46257200.0,927000.0,14983.55,2.19 %
2020-05-17,4513.833984,4540.420898,4460.272949,4507.606934,4507.606934,46257200.0,942000.0,14983.55,2.19 %
2020-05-18,4507.606934,4527.967773,4487.179199,4511.058105,4511.058105,45156900.0,932000.0,14959.43,2.19 %
2020-05-19,4511.058105,4609.041992,4511.058105,4548.655762,4548.655762,51665300.0,934000.0,14897.12,2.19 %
2020-05-20,4548.655762,4561.554199,4521.470215,4545.952148,4545.952148,42464800.0,934000.0,14858.93,2.19 %
2020-05-21,4548.655762,4561.554199,4521.470215,4545.952148,4545.952148,42464800.0,924000.0,14858.93,2.19 %
2020-05-22,4548.655762,4561.554199,4521.470215,4545.952148,4545.952148,42464800.0,924000.0,14858.93,2.19 %
2020-05-23,4548.655762,4561.554199,4521.470215,4545.952148,4545.952148,42464800.0,924000.0,14858.93,2.19 %
2020-05-24,4548.655762,4561.554199,4521.470215,4545.952148,4545.952148,42464800.0,924000.0,14858.93,2.19 %
2020-05-25,4548.655762,4561.554199,4521.470215,4545.952148,4545.952148,42464800.0,925000.0,14858.93,2.19 %
2020-05-26,4545.952148,4634.652832,4541.833984,4626.798828,4626.798828,53757500.0,917000.0,14847.87,2.19 %
2020-05-27,4626.798828,4641.555176,4597.37207,4641.555176,4641.555176,60985400.0,915500.0,14834.81,2.19 %
2020-05-28,4641.555176,4741.603027,4638.808105,4716.185059,4716.185059,68549600.0,921000.0,14842.85,2.19 %
2020-05-29,4716.185059,4755.957031,4704.788086,4753.611816,4753.611816,104791300.0,922000.0,14806.67,2.19 %
2020-05-30,4716.185059,4755.957031,4704.788086,4753.611816,4753.611816,104791300.0,922000.0,14806.67,2.19 %
2020-05-31,4716.185059,4755.957031,4704.788086,4753.611816,4753.611816,104791300.0,922000.0,14806.67,2.19 %
2020-06-01,6293.499023,6300.436035,6252.634766,6257.402832,6257.402832,41421300.0,791000.0,14806.67,1.96 %
2020-06-02,6002.919922,6013.699219,5969.484863,5987.14502,5987.14502,39909700.0,777500.0,14574.51,1.96 %
2020-06-03,5575.565918,5577.801758,5498.540039,5498.540039,5498.540039,32430900.0,849000.0,14316.23,1.96 %
2020-06-04,4623.429199,4811.827148,4623.429199,4811.827148,4811.827148,70452900.0,971000.0,14235.83,1.96 %
2020-06-05,4630.132813,4647.524902,4597.750977,4608.790039,4608.790039,45079300.0,921000.0,14170.5,1.96 %
2020-06-06,4630.132813,4647.524902,4597.750977,4608.790039,4608.790039,45079300.0,921000.0,14170.5,1.96 %
2020-06-07,4973.793945,5009.345215,4973.490234,4988.866211,4988.866211,64282100.0,942000.0,14170.5,1.96 %
2020-06-08,5127.050781,5187.963867,5127.050781,5178.271973,5178.271973,90452400.0,1074500.0,14025.78,1.96 %
2020-06-09,5127.050781,5187.963867,5127.050781,5178.271973,5178.271973,90452400.0,1029000.0,14042.87,1.96 %
2020-06-10,5004.395996,5023.894043,4992.481934,4999.221191,4999.221191,108547800.0,1007500.0,14153.42,1.96 %
2020-06-11,5276.164063,5335.528809,5246.701172,5335.528809,5335.528809,104732100.0,1013000.0,14084.07,1.96 %
2020-06-12,5276.164063,5335.528809,5246.701172,5335.528809,5335.528809,104732100.0,967500.0,14328.29,1.96 %
2020-06-13,5276.164063,5335.528809,5246.701172,5335.528809,5335.528809,104732100.0,967500.0,14328.29,1.96 %
2020-06-14,5276.164063,5335.528809,5246.701172,5335.528809,5335.528809,104732100.0,910000.0,14328.29,1.96 %
2020-06-15,4880.358887,4918.056152,4809.619141,4816.335938,4816.335938,64138400.0,906000.0,14299.14,1.96 %
2020-06-16,4816.335938,4989.526855,4816.335938,4986.458008,4986.458008,75836700.0,903000.0,14225.78,1.96 %
2020-06-17,4986.458008,5018.984863,4968.925781,4987.775879,4987.775879,68366200.0,908000.0,14305.17,1.96 %
2020-06-18,4987.775879,4993.61377,4925.248047,4925.248047,4925.248047,70877500.0,903000.0,14256.93,1.96 %
2020-06-19,4925.248047,4970.066895,4925.248047,4942.274902,4942.274902,57556700.0,913000.0,14313.21,1.96 %
2020-06-20,4925.248047,4970.066895,4925.248047,4942.274902,4942.274902,57556700.0,913000.0,14313.21,1.96 %
2020-06-21,4925.248047,4970.066895,4925.248047,4942.274902,4942.274902,57556700.0,915000.0,14313.21,1.96 %
2020-06-22,4942.274902,4957.666016,4904.766113,4918.831055,4918.831055,47869800.0,916000.0,14280.05,1.96 %
2020-06-23,4918.831055,4938.394043,4879.132813,4879.132813,4879.132813,54884300.0,924000.0,14336.33,1.96 %
2020-06-24,4879.132813,4977.650879,4879.132813,4964.734863,4964.734863,62466500.0,915000.0,14230.8,1.96 %
2020-06-25,4964.734863,4964.734863,4883.709961,4896.72998,4896.72998,50705900.0,918000.0,14302.16,1.96 %
2020-06-26,4896.72998,4941.138184,4882.141113,4904.087891,4904.087891,44280300.0,920000.0,14310.2,1.96 %
2020-06-27,4896.72998,4941.138184,4882.141113,4904.087891,4904.087891,44280300.0,920000.0,14310.2,1.96 %
2020-06-28,4896.72998,4941.138184,4882.141113,4904.087891,4904.087891,44280300.0,919000.0,14310.2,1.96 %
2020-06-29,4904.087891,4909.905762,4862.041016,4901.817871,4901.817871,44174500.0,926000.0,14440.85,1.96 %
2020-06-30,4901.817871,4939.839844,4894.120117,4905.39209,4905.39209,51279100.0,927000.0,14373.51,1.96 %
2020-07-01,6272.220215,6284.89209,6246.128906,6279.346191,6279.346191,39441600.0,805000.0,14412.71,1.54 %
2020-07-02,5988.058105,6004.812012,5981.644043,5999.606934,5999.606934,35281700.0,777500.0,14588.58,1.54 %
2020-07-03,5988.058105,6004.812012,5981.644043,5999.606934,5999.606934,35281700.0,777500.0,14638.83,1.54 %
2020-07-04,4811.827148,4975.536133,4721.721191,4778.63916,4778.63916,86224800.0,954750.0,14638.83,1.54 %
2020-07-05,4811.827148,4975.536133,4721.721191,4778.63916,4778.63916,86224800.0,926000.0,14638.83,1.54 %
2020-07-06,4811.827148,4975.536133,4721.721191,4778.63916,4778.63916,86224800.0,883500.0,14619.74,1.54 %
2020-07-07,4988.866211,5011.712891,4982.333984,4987.082031,4987.082031,72834600.0,942000.0,14528.28,1.54 %
2020-07-08,5178.271973,5187.374023,5119.683105,5143.893066,5143.893066,91282400.0,1064000.0,14532.3,1.54 %
2020-07-09,5235.009766,5245.349121,5195.865234,5230.195801,5230.195801,80111600.0,1024000.0,14518.23,1.54 %
2020-07-10,4976.567871,5014.609863,4962.089844,5004.327148,5004.327148,92870700.0,1013000.0,14573.51,1.54 %
2020-07-11,4976.567871,5014.609863,4962.089844,5004.327148,5004.327148,92870700.0,1013000.0,14573.51,1.54 %
2020-07-12,5854.303223,5941.352051,5854.303223,5930.758789,5930.758789,226790300.0,974500.0,14573.51,1.54 %
2020-07-13,5031.255859,5075.098145,5024.934082,5064.446777,5064.446777,65331900.0,946000.0,14558.43,1.54 %
2020-07-14,5064.446777,5079.12207,5053.722168,5079.12207,5079.12207,71530500.0,950000.0,14584.56,1.54 %
2020-07-15,5079.12207,5116.463867,5069.380859,5075.797852,5075.797852,82580500.0,957500.0,14689.08,1.54 %
2020-07-16,5075.797852,5107.259766,5075.797852,5098.374023,5098.374023,68710400.0,952000.0,14705.16,1.54 %
2020-07-17,5098.374023,5110.430176,5073.557129,5079.584961,5079.584961,61709100.0,964500.0,14853.9,1.54 %
2020-07-18,5098.374023,5110.430176,5073.557129,5079.584961,5079.584961,61709100.0,964500.0,14853.9,1.54 %
2020-07-19,5098.374023,5110.430176,5073.557129,5079.584961,5079.584961,61709100.0,964500.0,14853.9,1.54 %
2020-07-20,5079.584961,5100.191895,5031.888184,5051.105957,5051.105957,68632100.0,971500.0,14906.16,1.54 %
2020-07-21,5051.105957,5135.559082,5047.085938,5114.708984,5114.708984,83156800.0,990500.0,14887.07,1.54 %
2020-07-22,5114.708984,5142.043945,5099.566895,5110.187012,5110.187012,79454100.0,985500.0,14728.28,1.54 %
2020-07-23,5110.220215,5162.97998,5110.220215,5145.009766,5145.009766,98800000.0,992500.0,14742.35,1.54 %
2020-07-24,5145.01123,5149.589844,5074.492188,5082.991211,5082.991211,97013800.0,997500.0,14687.07,1.54 %
2020-07-25,5145.01123,5149.589844,5074.492188,5082.991211,5082.991211,97013800.0,997500.0,14687.07,1.54 %
2020-07-26,5145.01123,5149.589844,5074.492188,5082.991211,5082.991211,97013800.0,1005500.0,14687.07,1.54 %
2020-07-27,5082.991211,5116.666016,5080.121094,5116.666016,5116.666016,103523300.0,1022000.0,14678.03,1.54 %
2020-07-28,5116.666016,5143.286133,5097.418945,5112.98877,5112.98877,91890400.0,1022000.0,14615.72,1.54 %
2020-07-29,5111.109863,5149.629883,5091.399902,5149.629883,5149.629883,80750000.0,1025000.0,14642.85,1.54 %
2020-07-30,5111.112793,5149.626953,5091.399902,5149.626953,5149.626953,80749900.0,1025000.0,14726.27,1.54 %
2020-07-31,5111.112793,5149.626953,5091.399902,5149.626953,5149.626953,80749900.0,1025000.0,14726.27,1.54 %
2020-08-01,6248.442871,6250.12207,6218.129883,6225.686035,6225.686035,44622600.0,787000.0,14726.27,1.32 %
2020-08-02,6248.442871,6250.12207,6218.129883,6225.686035,6225.686035,44622600.0,787000.0,14726.27,1.32 %
2020-08-03,6248.442871,6250.12207,6218.129883,6225.686035,6225.686035,44622600.0,858000.0,14786.57,1.32 %
2020-08-04,4778.63916,4780.214844,4583.900879,4626.694824,4626.694824,45557700.0,946000.0,14770.49,1.32 %
2020-08-05,4608.790039,4630.588867,4586.73877,4597.430176,4597.430176,47798700.0,919000.0,14696.12,1.32 %
2020-08-06,4947.782227,5103.085938,4947.782227,5070.561035,5070.561035,138169200.0,883500.0,14659.94,1.32 %
2020-08-07,4987.082031,5080.251953,4985.01709,5076.173828,5076.173828,73499000.0,948000.0,14720.24,1.32 %
2020-08-08,4987.082031,5080.251953,4985.01709,5076.173828,5076.173828,73499000.0,948000.0,14720.24,1.32 %
2020-08-09,5232.917969,5256.305176,5232.917969,5244.071777,5244.071777,103353200.0,1026000.0,14720.24,1.32 %
2020-08-10,5018.736816,5039.14209,5001.519043,5039.14209,5039.14209,80288700.0,1016000.0,14823.75,1.32 %
2020-08-11,5018.736816,5039.14209,5001.519043,5039.14209,5039.14209,80288700.0,1015000.0,14801.64,1.32 %
2020-08-12,5947.658203,5961.778809,5911.098145,5944.40918,5944.40918,294205100.0,1015000.0,14850.89,1.32 %
2020-08-13,5233.452148,5279.349121,5218.413086,5239.25,5239.25,84601700.0,1015000.0,14951.39,1.32 %
2020-08-14,5239.25,5255.374023,5221.919922,5247.689941,5247.689941,70397600.0,1015000.0,14991.59,1.32 %
2020-08-15,5239.25,5255.374023,5221.919922,5247.689941,5247.689941,70397600.0,1015000.0,14991.59,1.32 %
2020-08-16,5239.25,5255.374023,5221.919922,5247.689941,5247.689941,70397600.0,1015000.0,14991.59,1.32 %
2020-08-17,5239.25,5255.374023,5221.919922,5247.689941,5247.689941,70397600.0,1015000.0,14991.59,1.32 %
2020-08-18,5247.689941,5316.132813,5243.995117,5295.173828,5295.173828,95642400.0,1015000.0,14981.54,1.32 %
2020-08-19,5295.173828,5327.315918,5268.506836,5272.810059,5272.810059,92676400.0,1015000.0,14859.93,1.32 %
2020-08-20,5295.173828,5327.315918,5268.506836,5272.810059,5272.810059,92676400.0,1015000.0,14859.93,1.32 %
2020-08-21,5295.173828,5327.315918,5268.506836,5272.810059,5272.810059,92676400.0,1015000.0,14859.93,1.32 %
